Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Returned
5468,CA-2020-122448,2020-06-09,2020-06-14,Standard Class,DB-13210,Dean Braden,Consumer,San Francisco,California,94109.0,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.764599999999994,0
5469,CA-2018-132451,2018-09-26,2018-09-27,First Class,KF-16285,Karen Ferguson,Home Office,San Diego,California,92105.0,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.552,3,0.2,73.19399999999996,0
5470,CA-2018-132451,2018-09-26,2018-09-27,First Class,KF-16285,Karen Ferguson,Home Office,San Diego,California,92105.0,West,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,19.44,3,0.0,9.3312,0
5471,CA-2020-158547,2020-05-30,2020-06-04,Standard Class,JM-16195,Justin MacKendrick,Consumer,Hamilton,Ohio,45011.0,East,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,123.92000000000002,5,0.2,9.293999999999997,0
5472,CA-2021-116946,2021-12-19,2021-12-23,Standard Class,TS-21505,Tony Sayre,Consumer,Parker,Colorado,80134.0,West,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,13.360000000000001,5,0.2,4.008000000000001,0
5473,CA-2021-116946,2021-12-19,2021-12-23,Standard Class,TS-21505,Tony Sayre,Consumer,Parker,Colorado,80134.0,West,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,78.256,2,0.2,-17.607599999999998,0
5474,CA-2021-116946,2021-12-19,2021-12-23,Standard Class,TS-21505,Tony Sayre,Consumer,Parker,Colorado,80134.0,West,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,102.01800000000001,7,0.7,-183.6323999999999,0
5475,CA-2021-121741,2021-12-26,2021-12-26,Same Day,YC-21895,Yoseph Carroll,Corporate,Fremont,Nebraska,68025.0,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,750.68,2,0.0,37.53399999999999,0
5476,CA-2021-169691,2021-06-15,2021-06-18,First Class,Dp-13240,Dean percer,Home Office,Maple Grove,Minnesota,55369.0,Central,OFF-LA-10002312,Office Supplies,Labels,Avery 490,44.400000000000006,3,0.0,22.200000000000003,0
5477,CA-2021-169691,2021-06-15,2021-06-18,First Class,Dp-13240,Dean percer,Home Office,Maple Grove,Minnesota,55369.0,Central,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",84.55,5,0.0,22.8285,0
5478,CA-2021-169691,2021-06-15,2021-06-18,First Class,Dp-13240,Dean percer,Home Office,Maple Grove,Minnesota,55369.0,Central,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,3,0.0,8.790600000000001,0
5479,CA-2020-121356,2020-11-20,2020-11-24,Standard Class,SJ-20500,Shirley Jackson,Consumer,Newark,Delaware,19711.0,East,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128.39999999999998,3,0.0,62.916,0
5480,CA-2018-101770,2018-03-31,2018-04-04,Standard Class,KB-16240,Karen Bern,Corporate,Miami,Florida,33180.0,South,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,1.8690000000000004,1,0.7,-1.3082999999999996,0
5481,CA-2021-105487,2021-10-08,2021-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,San Diego,California,92105.0,West,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,103.19200000000001,1,0.2,11.609099999999998,0
5482,CA-2021-105487,2021-10-08,2021-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,San Diego,California,92105.0,West,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36.0,2,0.0,6.479999999999997,0
5483,CA-2021-105487,2021-10-08,2021-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,San Diego,California,92105.0,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,239.96,4,0.0,115.1808,0
5484,CA-2021-105487,2021-10-08,2021-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,San Diego,California,92105.0,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,40.68,2,0.0,0.40679999999999694,0
5485,CA-2021-148999,2021-01-30,2021-02-04,Standard Class,EB-13870,Emily Burns,Consumer,Miami,Florida,33142.0,South,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.13599999999997,4,0.2,-68.1096,0
5486,CA-2018-107573,2018-12-12,2018-12-17,Standard Class,PB-19150,Philip Brown,Consumer,Miami,Florida,33178.0,South,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,23.472,3,0.2,7.628399999999997,0
5487,CA-2019-156608,2019-10-24,2019-10-29,Standard Class,MT-18070,Michelle Tran,Home Office,San Antonio,Texas,78207.0,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.591999999999999,4,0.8,-6.286000000000003,0
5488,CA-2021-134495,2021-04-01,2021-04-04,Second Class,BF-11020,Barry Französisch,Corporate,Jacksonville,Florida,32216.0,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976000000000003,3,0.2,-5.694300000000001,0
5489,CA-2021-134495,2021-04-01,2021-04-04,Second Class,BF-11020,Barry Französisch,Corporate,Jacksonville,Florida,32216.0,South,OFF-LA-10000262,Office Supplies,Labels,Avery 494,6.264,3,0.2,2.0358,0
5490,CA-2021-134495,2021-04-01,2021-04-04,Second Class,BF-11020,Barry Französisch,Corporate,Jacksonville,Florida,32216.0,South,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,20.808,3,0.2,1.8207000000000013,0
5491,CA-2021-134495,2021-04-01,2021-04-04,Second Class,BF-11020,Barry Französisch,Corporate,Jacksonville,Florida,32216.0,South,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.35200000000003,3,0.2,-19.105800000000016,0
5492,CA-2021-164098,2021-01-26,2021-01-27,First Class,CG-12520,Claire Gute,Consumer,Houston,Texas,77070.0,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,2,0.2,1.8160000000000016,0
5493,CA-2018-105249,2018-11-28,2018-11-28,Same Day,DH-13675,Duane Huffman,Home Office,San Francisco,California,94122.0,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36,2,0.0,0.14719999999999978,0
5494,CA-2018-105249,2018-11-28,2018-11-28,Same Day,DH-13675,Duane Huffman,Home Office,San Francisco,California,94122.0,West,OFF-LA-10002043,Office Supplies,Labels,Avery 489,41.4,4,0.0,19.872,0
5495,CA-2018-105249,2018-11-28,2018-11-28,Same Day,DH-13675,Duane Huffman,Home Office,San Francisco,California,94122.0,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.839199999999977,0
5496,CA-2019-113523,2019-09-04,2019-09-08,Standard Class,SC-20440,Shaun Chance,Corporate,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656000000000001,4,0.7,-6.124799999999999,0
5497,CA-2021-117821,2021-06-12,2021-06-16,Standard Class,HG-15025,Hunter Glantz,Consumer,Marion,Ohio,43302.0,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,63.92000000000001,2,0.2,19.176000000000002,0
5498,CA-2021-164378,2021-07-15,2021-07-18,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,10024.0,East,OFF-AR-10001177,Office Supplies,Art,Newell 349,6.56,2,0.0,1.9023999999999992,0
5499,CA-2021-164378,2021-07-15,2021-07-18,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,10024.0,East,OFF-LA-10000634,Office Supplies,Labels,Avery 509,7.83,3,0.0,3.6018,0
5500,CA-2021-164378,2021-07-15,2021-07-18,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,10024.0,East,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0.0,8.799,0
5501,CA-2021-164378,2021-07-15,2021-07-18,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,10024.0,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,664.146,6,0.1,88.5528,0
5502,CA-2021-164378,2021-07-15,2021-07-18,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,10024.0,East,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,8.96,2,0.0,4.3904000000000005,0
5503,CA-2021-127782,2021-11-02,2021-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3.312,1,0.2,0.6623999999999998,0
5504,CA-2021-127782,2021-11-02,2021-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,Philadelphia,Pennsylvania,19140.0,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,20.136000000000003,3,0.2,1.2584999999999997,0
5505,CA-2021-127782,2021-11-02,2021-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,Philadelphia,Pennsylvania,19140.0,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,8.856,3,0.2,2.878199999999999,0
5506,CA-2021-127782,2021-11-02,2021-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.1999999999999,4,0.4,-186.15999999999997,0
5507,US-2020-162026,2020-10-08,2020-10-08,Same Day,JE-15745,Joel Eaton,Consumer,Los Angeles,California,90036.0,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,61.96,2,0.0,27.881999999999998,0
5508,CA-2020-150000,2020-04-08,2020-04-14,Standard Class,PG-18820,Patrick Gardner,Consumer,Smyrna,Georgia,30080.0,South,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,17.92,4,0.0,8.601600000000001,0
5509,CA-2019-168529,2019-10-08,2019-10-12,Standard Class,MB-17305,Maria Bertelson,Consumer,San Francisco,California,94122.0,West,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5,0.0,62.736999999999995,0
5510,US-2021-152569,2021-05-15,2021-05-20,Standard Class,JD-16015,Joy Daniels,Consumer,Chicago,Illinois,60653.0,Central,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,56.704,2,0.2,19.137599999999992,0
5511,US-2021-152569,2021-05-15,2021-05-20,Standard Class,JD-16015,Joy Daniels,Consumer,Chicago,Illinois,60653.0,Central,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,11.120000000000001,2,0.2,3.4749999999999996,0
5512,US-2018-137680,2018-02-24,2018-03-02,Standard Class,JH-15430,Jennifer Halladay,Consumer,Medford,Oregon,97504.0,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4,0.2,11.102399999999996,0
5513,US-2018-137680,2018-02-24,2018-03-02,Standard Class,JH-15430,Jennifer Halladay,Consumer,Medford,Oregon,97504.0,West,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",22.776000000000003,3,0.2,7.6869,0
5514,CA-2019-103177,2019-05-30,2019-06-01,First Class,EN-13780,Edward Nazzal,Consumer,New York City,New York,10009.0,East,TEC-PH-10001795,Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.96999999999997,3,0.0,2.3996999999999815,0
5515,CA-2019-103177,2019-05-30,2019-06-01,First Class,EN-13780,Edward Nazzal,Consumer,New York City,New York,10009.0,East,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,0.0,44.8896,0
5516,CA-2019-103177,2019-05-30,2019-06-01,First Class,EN-13780,Edward Nazzal,Consumer,New York City,New York,10009.0,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,128.85000000000002,3,0.0,3.8654999999999973,0
5517,US-2020-138408,2020-11-18,2020-11-21,Second Class,KC-16255,Karen Carlisle,Corporate,Huntsville,Alabama,35810.0,South,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1319.96,4,0.0,527.984,0
5518,CA-2021-117667,2021-12-04,2021-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,Philadelphia,Pennsylvania,19134.0,East,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,239.95999999999998,10,0.3,-10.283999999999992,0
5519,CA-2021-117667,2021-12-04,2021-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,54.768,2,0.2,6.8459999999999965,0
5520,CA-2021-117667,2021-12-04,2021-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,Philadelphia,Pennsylvania,19134.0,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,13.392000000000001,3,0.2,3.1806000000000005,0
5521,CA-2021-117667,2021-12-04,2021-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,Philadelphia,Pennsylvania,19134.0,East,OFF-PA-10002709,Office Supplies,Paper,Xerox 1956,23.92,5,0.2,8.671,0
5522,CA-2021-117667,2021-12-04,2021-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,Philadelphia,Pennsylvania,19134.0,East,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,255.968,4,0.2,-28.796399999999984,0
5523,CA-2020-110982,2020-06-05,2020-06-07,First Class,CK-12205,Chloris Kastensmidt,Consumer,Santa Clara,California,95051.0,West,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,21.552000000000003,6,0.2,7.004399999999998,0
5524,CA-2020-110982,2020-06-05,2020-06-07,First Class,CK-12205,Chloris Kastensmidt,Consumer,Santa Clara,California,95051.0,West,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,4,0.0,15.724800000000002,0
5525,CA-2020-147123,2020-12-10,2020-12-12,First Class,SJ-20125,Sanjit Jacobs,Home Office,Long Beach,California,90805.0,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28,12,0.0,36.928799999999995,0
5526,CA-2021-154501,2021-04-30,2021-05-05,Standard Class,EA-14035,Erin Ashbrook,Corporate,Los Angeles,California,90008.0,West,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,9.78,2,0.0,4.0098,0
5527,CA-2021-166933,2021-04-24,2021-04-28,Standard Class,MG-17890,Michael Granlund,Home Office,Santa Barbara,California,93101.0,West,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,1.81,1,0.0,0.6516,0
5528,CA-2019-142055,2019-05-08,2019-05-10,First Class,AB-10255,Alejandro Ballentine,Home Office,New York City,New York,10009.0,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94,2,0.0,18.211199999999998,0
5529,CA-2019-137106,2019-03-31,2019-04-04,Standard Class,SC-20260,Scott Cohen,Corporate,Jacksonville,Florida,32216.0,South,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,79.96,5,0.2,27.985999999999994,0
5530,CA-2021-136609,2021-08-06,2021-08-11,Standard Class,TB-21355,Todd Boyes,Corporate,Cedar Hill,Texas,75104.0,Central,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.296,3,0.2,40.353599999999986,0
5531,CA-2021-160885,2021-12-02,2021-12-06,Standard Class,JK-16090,Juliana Krohn,Consumer,Omaha,Nebraska,68104.0,Central,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,2479.96,4,0.0,743.9879999999998,0
5532,US-2020-167472,2020-06-06,2020-06-07,First Class,CK-12595,Clytie Kelty,Consumer,Little Rock,Arkansas,72209.0,South,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,179.94,6,0.0,75.57480000000001,0
5533,US-2020-167472,2020-06-06,2020-06-07,First Class,CK-12595,Clytie Kelty,Consumer,Little Rock,Arkansas,72209.0,South,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.849999999999998,3,0.0,5.101499999999997,0
5534,US-2020-167472,2020-06-06,2020-06-07,First Class,CK-12595,Clytie Kelty,Consumer,Little Rock,Arkansas,72209.0,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,3,0.0,129.348,0
5535,US-2020-167472,2020-06-06,2020-06-07,First Class,CK-12595,Clytie Kelty,Consumer,Little Rock,Arkansas,72209.0,South,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,59.94,3,0.0,28.171799999999998,0
5536,US-2020-167472,2020-06-06,2020-06-07,First Class,CK-12595,Clytie Kelty,Consumer,Little Rock,Arkansas,72209.0,South,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,64.14,3,0.0,30.7872,0
5537,US-2020-167472,2020-06-06,2020-06-07,First Class,CK-12595,Clytie Kelty,Consumer,Little Rock,Arkansas,72209.0,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,11.67,3,0.0,5.6015999999999995,0
5538,US-2020-167472,2020-06-06,2020-06-07,First Class,CK-12595,Clytie Kelty,Consumer,Little Rock,Arkansas,72209.0,South,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,12.96,2,0.0,6.2208000000000006,0
5539,CA-2019-120551,2019-04-13,2019-04-20,Standard Class,SS-20590,Sonia Sunley,Consumer,Norfolk,Nebraska,68701.0,Central,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,17.43,3,0.0,8.0178,0
5540,US-2021-150595,2021-05-22,2021-05-26,Standard Class,LE-16810,Laurel Elliston,Consumer,Chicago,Illinois,60653.0,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,181.986,2,0.3,-54.5958,0
5541,US-2021-150595,2021-05-22,2021-05-26,Standard Class,LE-16810,Laurel Elliston,Consumer,Chicago,Illinois,60653.0,Central,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",1.5919999999999996,2,0.8,-2.6268000000000002,0
5542,US-2021-150595,2021-05-22,2021-05-26,Standard Class,LE-16810,Laurel Elliston,Consumer,Chicago,Illinois,60653.0,Central,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,22.344,3,0.2,2.5136999999999983,0
5543,CA-2020-134936,2020-12-19,2020-12-25,Standard Class,ES-14080,Erin Smith,Corporate,Tucson,Arizona,85705.0,West,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,6,0.5,-218.86559999999997,0
5544,CA-2020-134936,2020-12-19,2020-12-25,Standard Class,ES-14080,Erin Smith,Corporate,Tucson,Arizona,85705.0,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",10.440000000000001,6,0.7,-7.655999999999999,0
5545,CA-2020-134936,2020-12-19,2020-12-25,Standard Class,ES-14080,Erin Smith,Corporate,Tucson,Arizona,85705.0,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214,2,0.7,-4.171199999999999,0
5546,CA-2021-102967,2021-09-22,2021-09-26,Standard Class,MG-17890,Michael Granlund,Home Office,Concord,New Hampshire,3301.0,East,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",67.4,5,0.0,17.523999999999997,0
5547,CA-2021-151008,2021-09-07,2021-09-08,First Class,JM-16195,Justin MacKendrick,Consumer,Draper,Utah,84020.0,West,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,2,0.0,10.567200000000001,0
5548,CA-2021-151008,2021-09-07,2021-09-08,First Class,JM-16195,Justin MacKendrick,Consumer,Draper,Utah,84020.0,West,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,126.56,4,0.2,47.459999999999994,0
5549,CA-2018-159800,2018-11-28,2018-12-01,First Class,SG-20470,Sheri Gordon,Consumer,San Francisco,California,94109.0,West,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,43.68,3,0.0,11.793600000000001,0
5550,CA-2018-159800,2018-11-28,2018-12-01,First Class,SG-20470,Sheri Gordon,Consumer,San Francisco,California,94109.0,West,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,139.92999999999998,7,0.0,34.98249999999999,0
5551,US-2018-159618,2018-11-12,2018-11-16,Standard Class,DB-12970,Darren Budd,Corporate,Houston,Texas,77036.0,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,2.672,1,0.2,0.33399999999999974,0
5552,US-2018-159618,2018-11-12,2018-11-16,Standard Class,DB-12970,Darren Budd,Corporate,Houston,Texas,77036.0,Central,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,16.656000000000002,6,0.2,-3.123000000000002,0
5553,US-2018-159618,2018-11-12,2018-11-16,Standard Class,DB-12970,Darren Budd,Corporate,Houston,Texas,77036.0,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.51200000000001,3,0.2,20.8719,0
5554,US-2018-159618,2018-11-12,2018-11-16,Standard Class,DB-12970,Darren Budd,Corporate,Houston,Texas,77036.0,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,36.28800000000001,7,0.2,12.700800000000001,0
5555,US-2018-159618,2018-11-12,2018-11-16,Standard Class,DB-12970,Darren Budd,Corporate,Houston,Texas,77036.0,Central,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,67.99319999999999,1,0.32,-12.998700000000007,0
5556,CA-2021-116113,2021-10-02,2021-10-06,Second Class,JW-15220,Jane Waco,Corporate,Montgomery,Alabama,36116.0,South,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",10.16,2,0.0,3.4543999999999997,0
5557,CA-2019-125066,2019-12-14,2019-12-18,Standard Class,KD-16495,Keith Dawkins,Corporate,Jackson,Mississippi,39212.0,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,2,0.0,1.9711999999999996,0
5558,CA-2019-125066,2019-12-14,2019-12-18,Standard Class,KD-16495,Keith Dawkins,Corporate,Jackson,Mississippi,39212.0,South,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,0.0,15.764000000000003,0
5559,US-2019-114741,2019-12-06,2019-12-10,Standard Class,IL-15100,Ivan Liston,Consumer,North Las Vegas,Nevada,89031.0,West,OFF-PA-10000048,Office Supplies,Paper,Xerox 20,6.48,1,0.0,3.1104000000000003,0
5560,US-2019-114741,2019-12-06,2019-12-10,Standard Class,IL-15100,Ivan Liston,Consumer,North Las Vegas,Nevada,89031.0,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.8500000000001,5,0.0,238.6529999999999,0
5561,US-2019-114741,2019-12-06,2019-12-10,Standard Class,IL-15100,Ivan Liston,Consumer,North Las Vegas,Nevada,89031.0,West,OFF-LA-10004853,Office Supplies,Labels,Avery 483,14.940000000000001,3,0.0,6.8724,0
5562,CA-2021-133263,2021-03-31,2021-04-02,Second Class,JE-15610,Jim Epp,Corporate,Atlanta,Georgia,30318.0,South,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,34.54,1,0.0,17.27,0
5563,CA-2021-133263,2021-03-31,2021-04-02,Second Class,JE-15610,Jim Epp,Corporate,Atlanta,Georgia,30318.0,South,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2999.95,5,0.0,1439.976,0
5564,CA-2021-133263,2021-03-31,2021-04-02,Second Class,JE-15610,Jim Epp,Corporate,Atlanta,Georgia,30318.0,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,64.12,4,0.0,30.7776,0
5565,CA-2021-157966,2021-03-13,2021-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,60610.0,Central,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,19.456000000000003,4,0.2,2.188799999999997,0
5566,CA-2021-157966,2021-03-13,2021-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,60610.0,Central,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",209.986,2,0.3,8.99939999999998,0
5567,CA-2021-157966,2021-03-13,2021-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,60610.0,Central,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",29.760000000000005,5,0.2,1.8599999999999994,0
5568,CA-2021-157966,2021-03-13,2021-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,60610.0,Central,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,89.768,1,0.3,-2.564799999999998,0
5569,CA-2021-157966,2021-03-13,2021-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,60610.0,Central,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.99440000000004,0
5570,CA-2021-157966,2021-03-13,2021-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,60610.0,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,15.552000000000003,3,0.2,5.6376,0
5571,CA-2021-157966,2021-03-13,2021-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,60610.0,Central,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,34.36000000000001,1,0.2,-7.3015000000000025,0
5572,CA-2018-151162,2018-12-05,2018-12-09,Standard Class,EA-14035,Erin Ashbrook,Corporate,Columbus,Ohio,43229.0,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,98.376,3,0.2,35.661300000000004,1
5572,CA-2018-151162,2018-12-05,2018-12-09,Standard Class,EA-14035,Erin Ashbrook,Corporate,Columbus,Ohio,43229.0,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,98.376,3,0.2,35.661300000000004,1
